fips,City FIPS,City Name,State,Total Properties,Depth_1in100_NOAA,Depth_1in100_FSF2023,Depth_1in100_FSF2053,RP_1in10_FSF2023,RP_1in20_FSF2023,RP_1in50_FSF2023,RP_1in100_FSF2023,RP_1in10_FSF2053,RP_1in20_FSF2053,RP_1in50_FSF2053,RP_1in100_FSF2053,Properties in SFHA,"Properties in FSF 100 Year Zone, 2023","Properties in FSF 100 Year Zone, 2053",Properties in FSF 100 Year Zone but Not in FEMA SFHA,"Properties in FSF 100 Year Zone but Not in FEMA SFHA, Primary Flood Source is Pluvial",Properties in FEMA SFHA but not FSF 100 Year Zone
4211072,4211072,Canadohta Lake,pa,1451,66,84.1,87.1,7.5,15,22,37.5,6.5,13,19,32.5,534,297,315,28,28,265
4211088,4211088,Canan Station,pa,65,67,79.7,82.2,8,16,26,49,7,14,23,43,21,43,45,26,26,4
4211136,4211136,Canoe Creek,pa,46,67,82.5,85.1,6.8,15.3,23,42.1,5.8,13.5,20,37.3,4,17,17,13,13,0
4211152,4211152,Canonsburg,pa,4207,65,87.7,90.7,5,10.1,16,28,4,9,14,24.1,77,570,573,500,271,7
4211160,4211160,Canton,pa,712,50,86.6,89.4,3,6,8,11,3,5,7,10,38,216,224,180,166,2
4211232,4211232,Carbondale,pa,3961,60,108.6,112,2.7,4.7,6.7,10.4,2,3.9,5.7,9.4,72,940,959,869,608,1
4211272,4211272,Carlisle,pa,6140,71.5,121.4,124.8,2,4.1,6.7,12.2,2,4,6,10.8,172,1496,1537,1325,1325,1
4211280,4211280,Carlisle Barracks,pa,5,71,123.2,126.6,2,4,6,11,2,4,6,10,2,2,2,0,0,0
4211328,4211328,Carmichaels,pa,330,63,83.5,85.7,5.1,11.2,17.2,29.3,5,10.1,15.2,26.2,9,14,14,5,0,0
4211336,4211336,Carnegie,pa,3764,65,92.8,95.9,4,8,13,22,3,7,11,19,12,1004,1008,992,191,0
4211348,4211348,Carnot-Moon,pa,4123,65,86.6,89.8,5.4,11.6,16.8,30.3,4.4,9.6,14.8,26.1,0,385,396,385,377,0
4211456,4211456,Carrolltown,pa,656,67,77.6,79.9,8.7,20,29.3,54,7.7,17.3,25.7,47.3,0,15,15,15,15,0
4211472,4211472,Carroll Valley,pa,3103,75.8,123.7,127.5,2,4.6,7.1,13,2,4.1,6.1,12,135,432,442,310,299,13
4211492,4211492,Carson Valley,pa,60,67,79.7,82.2,8,16,26,49,7,14,23,43,11,25,26,14,14,0
4211544,4211544,Casanova,pa,94,65,91.2,93.7,4.1,9.1,13.2,25.3,4,8.1,12.1,22.3,19,25,25,6,0,0
4211576,4211576,Cashtown,pa,222,75,115.9,119.5,3,6.2,9.2,17.4,2.2,5.2,8.2,15.2,2,33,35,31,31,0
4211616,4211616,Cassandra,pa,142,70,73.8,76.1,12.7,28.4,44.1,81,11.7,24.4,38.4,71,26,65,65,39,7,0
4211624,4211624,Casselman,pa,88,64,85.4,87.7,4,10,15,29,4,9,13,26,12,12,12,0,0,0
4211632,4211632,Cassville,pa,121,69,97.2,100.2,4,8.8,13.8,24.5,3,7.8,11.8,21.8,0,31,31,31,31,0
4211648,4211648,Castanea,pa,700,56.8,101,104.3,3,5,6.2,10.2,2.2,4.2,5.8,8.8,83,143,146,67,52,7
4211680,4211680,Castle Shannon,pa,3405,65,91.3,94.4,4,9,13.8,24,4,8,12,20.8,52,529,536,477,477,0
4211720,4211720,Catasauqua,pa,2380,70,115.4,119.7,4,7,9,16,3,6,8,14,90,360,376,275,134,5
4211736,4211736,Catawissa,pa,655,61,102.7,105,4,6.1,8.1,13,3,6,8,12,51,156,162,105,31,0
4211804,4211804,Cecil-Bishop,pa,1623,65,85.7,88.6,5.6,11.8,17.7,31,4.9,10.1,15.1,26.9,20,277,280,257,102,0
4211836,4211836,Cedar Crest,pa,104,67,105.2,108.4,2,5.1,8.1,16.1,2,5,7.1,14.1,0,28,28,28,28,0
4211976,4211976,Cementon,pa,660,71,116.3,120.2,3.5,7,9.5,16,3,6,8.5,14.5,6,44,53,38,32,0
4212104,4212104,Centerport,pa,131,68.8,125.6,128.8,2.9,4.9,6,10,2,4,6,9.8,4,34,34,30,18,0
4212184,4212184,Centerville,pa,173,66.3,89.6,92.9,6,12,17,29.5,5,10,15,25.4,21,23,23,5,4,3
4212224,4212224,Centerville,pa,2526,64,83.1,85.5,5.7,12,18.3,33.1,5,10.7,16.2,29,211,404,407,197,100,4
4212296,4212296,Central City,pa,819,68,75.1,77.4,10.3,22.7,36,66.3,8.3,19.7,31.3,58,61,126,130,66,66,1
4212312,4212312,Centralia,pa,219,64.3,117.3,119.9,2,5,6.3,10,2,4,6,9.3,0,9,9,9,9,0
4212376,4212376,Centre Hall,pa,553,69,101.1,104,4,8.5,12,22,3.5,7.5,11,20,0,83,83,83,83,0
4212424,4212424,Cetronia,pa,1002,70,110.3,114,5,9,12,19,4,8,10,17,6,35,38,30,30,1
4212440,4212440,Chadds Ford,pa,621,73,126.2,130.7,3,6,8,12.1,3,5,7,10.6,38,55,57,19,17,2
4212496,4212496,Chalfant,pa,498,65,95,97.8,4,8,12,20,3,7,10,18,0,46,46,46,46,0
4212504,4212504,Chalfont,pa,1698,72,115.1,119.8,5,8,11,18,4,7,10,15,63,135,142,73,43,1
4212512,4212512,Chalkhill,pa,115,64,87.4,89.5,4,9.3,13.7,25.7,3.3,8.3,12.3,22.7,0,5,5,5,5,0
4212536,4212536,Chambersburg,pa,7744,74,115.6,119.4,2,6,8.8,16,2,5,7.6,14,189,1702,1782,1519,1453,6
4212656,4212656,Chapman,pa,109,73,119,123.2,3,6,9,17,3,6,8,15,5,21,21,17,17,1
4212704,4212704,Charleroi,pa,2470,64,86.7,89.1,5,10,15.3,27.3,4,9,14,24.3,121,709,709,588,4,0
4212768,4212768,Charlottsville,pa,36,67,90.6,93.3,4.6,10.2,15.2,28.4,4,9.2,13.2,25.4,3,10,10,7,3,0
4212864,4212864,Chase,pa,488,61,97.5,100.1,4,7.1,10.9,17.1,3.1,6.9,9.9,15.1,1,32,33,31,31,0
4212973,4212973,Cheltenham Village,pa,721,75,126.8,132,3,6.2,8.2,14,3,5.2,7.2,12,0,99,103,99,89,0
4213120,4213120,Cherry Tree,pa,216,67,82.4,84.9,7,15,23,42,6,14,20,37,5,139,143,135,1,1
4213152,4213152,Cherry Valley,pa,67,66,74.4,77.4,12,25,36,61,10.1,21,31,52,0,4,4,4,4,0
4213168,4213168,Cherryville,pa,709,73,120.5,124.3,3,6,9,15.6,3,5,8,14,2,59,59,57,57,0
4213208,4213208,Chester,pa,13993,73.4,118.6,123.4,3.9,7.3,10.2,15.7,3,6.3,9,13.7,331,1631,1783,1418,1140,118
4213216,4213216,Chesterbrook,pa,1628,72,127.5,132.5,3,6,8,12,3,5,7,10,3,248,263,245,244,0
4213232,4213232,Chester Heights,pa,1210,73,114,118.5,4.9,8.9,11.9,17.8,3.9,7.9,9.9,15.8,8,46,48,38,28,0
4213240,4213240,Chester Hill,pa,426,65,95.3,98,3.3,7.3,11.3,21,3,6.3,9.7,18.7,61,125,126,64,1,0
4213336,4213336,Chestnut Hill,pa,2878,73.8,119.9,124.8,3.2,7,10.2,17.1,3,6,8.2,14.3,46,216,224,170,158,0
4213384,4213384,Chest Springs,pa,101,67,70.5,72.6,13.3,29.9,44.2,81.9,11.3,26.6,38.9,71.9,0,0,0,0,0,0
4213392,4213392,Cheswick,pa,903,65.3,94.6,97.7,4,8.3,12.3,21.3,3,7.3,10.3,18.3,1,281,276,280,1,0
4213400,4213400,Chevy Chase Heights,pa,617,67,85.2,87.7,7,14,20.6,37.6,6,12,18,33.6,0,32,33,32,32,0
4213408,4213408,Chewton,pa,321,65,90.6,94.3,4.2,8.8,13.6,24.2,3.4,7.4,11.6,20.2,7,41,41,34,27,0
4213418,4213418,Cheyney University,pa,5,73,121.6,125.9,4,7,9,14,3,6,8,12,0,1,1,1,1,0
4213440,4213440,Chicora,pa,526,66,82.9,85.8,7,16,23,39,6,13,20,34,4,35,36,31,31,0
4213480,4213480,Chinchilla,pa,967,60,104,107.1,2.9,5,7.9,12.9,2,4.9,6.9,11.4,25,159,161,134,114,0
4213512,4213512,Christiana,pa,379,71,113.5,117,4,8,11,17,4,7,10,15,18,79,84,62,62,1
4213596,4213596,Church Hill,pa,805,72,98.2,100.8,4.7,10.8,16.8,29.3,4.7,9.8,15.3,26.7,0,43,44,43,43,0
4213608,4213608,Churchill,pa,1627,65,95.6,98.4,3.8,7.8,11.6,19.6,3,6.8,9.8,17.6,1,306,306,305,305,0
4213632,4213632,Churchtown,pa,176,69.8,123,126.7,3,5.9,7.8,11.8,2.9,5,6.8,10,4,16,16,12,5,0
4213648,4213648,Churchville,pa,1828,75.5,116.3,121.1,4.8,9,12.5,20.4,4,7.5,10.5,17.4,14,113,118,102,99,3
4213704,4213704,Clairton,pa,5093,64.8,92.1,94.8,4,9,13,22.8,4,8,12,19.8,4,528,550,524,241,0
4213728,4213728,Clappertown,pa,57,67,81.5,84.1,7,16.3,24,44.3,6,14,21,39,2,11,12,9,9,0
4213768,4213768,Clarence,pa,432,64,96.4,99.3,3,7,11,19,3,6,10,17,38,104,106,74,42,8
4213776,4213776,Clarendon,pa,277,63,82.7,85.7,6,13,20,33,5,12,17,28,0,22,23,22,22,0
4213800,4213800,Clarion,pa,1489,66,79.1,82.1,10,20,28,48,8,17,24,42,12,41,47,29,17,0
4213832,4213832,Clark,pa,294,66,84.4,87.7,6.8,14,20.8,35.5,5.8,11.8,17.6,30.6,0,8,8,8,8,0
4213864,4213864,Clarks Green,pa,664,60,102.2,105.3,3,6,8,14,3,5,7,12,0,40,42,40,40,0
4213880,4213880,Clarks Summit,pa,2290,60,102.3,105.3,3,6,8,14,3,5,7,12,61,167,170,127,127,21
4213896,4213896,Clarksville,pa,135,64,88.7,91.4,4,9,14,25,4,8,12,22,8,98,98,91,0,1
4213952,4213952,Clay,pa,545,69,124.9,128.2,2,5,6.4,10,2,4,6,9,13,79,79,69,65,3
4213992,4213992,Claysburg,pa,642,66.3,76.9,79.4,8.2,19.2,29,53.7,7.2,16.2,25,46.7,74,213,216,149,23,10
4214000,4214000,Claysville,pa,411,66,81.3,84.3,7,16,23,41,6,13,20,35,0,34,34,34,34,0
4214064,4214064,Clearfield,pa,3002,64,84,86.6,5.6,12.1,18.4,32.6,5.3,10.9,16.1,28.6,8,1153,1162,1145,114,0
4214160,4214160,Cleona,pa,884,69,121.3,124.1,2,5,7,11,2,4,6,10,1,125,127,124,123,0
4214264,4214264,Clifton Heights,pa,2437,73,117.5,122.2,4,8,11,17,4,7,9,14,14,575,576,564,553,3
4214296,4214296,Clinton,pa,548,65,82.4,85.6,7,14,21,36,6,12,18,31,0,23,24,23,23,0
4214368,4214368,Clintondale,pa,87,64,104.1,107.4,3,6,9,14,3,5,8,13,35,46,47,11,4,0
4214376,4214376,Clintonville,pa,222,67,74.4,77.3,12,25,36,65,10,21,30,56,0,2,3,2,1,0
4214520,4214520,Clymer,pa,954,67,82.7,85.1,7,15,22,41,6,13,20,37,83,238,239,160,38,5
4214568,4214568,Coal Center,pa,165,64,82.7,85,6,12.3,18.6,33.9,5,11.3,16.6,29.9,97,126,127,30,0,1
4214584,4214584,Coaldale,pa,81,69,95.4,98.8,4,9,14,26,3,8,12,22,1,73,73,72,72,0
4214600,4214600,Coaldale,pa,1323,73.3,135.2,139,2,4.1,6.1,10.1,2,3.9,5.4,9.1,0,84,84,84,84,0
4214640,4214640,Coalmont,pa,80,69,94.4,97.7,4,9,15,27,4,8,13,23,3,73,74,70,31,0
4214656,4214656,Coalport,pa,365,65,76.5,78.8,8,19,29,50,7,17,25,44,77,96,98,27,10,8
4214712,4214712,Coatesville,pa,3745,71,123.4,127.3,3.4,5.9,7.9,12.3,2.6,5.3,7,10.8,10,575,581,565,556,0
4214760,4214760,Coburn,pa,112,73,104.9,107.8,4,9,13,24,4,8,12,21,33,82,82,49,1,0
4214800,4214800,Cochranton,pa,627,67,78.6,81.4,9.6,19.8,28.6,52.2,8.4,17,24.6,45.6,135,177,180,73,41,31
4214808,4214808,Cochranville,pa,306,72,122.5,126.3,3,6,8,13,3,5,7,11,0,14,14,14,14,0
4214896,4214896,Cokeburg,pa,512,64,86.6,89.3,5,11,17,28,5,10,15,24,0,7,7,7,7,0
4215192,4215192,Collegeville,pa,1477,70,118,122.6,4,7,9,14,3,6,8,12,71,111,114,42,35,2
4215232,4215232,Collingdale,pa,3191,73,117.9,122.6,4,7.7,10.7,16.7,3.7,6.7,8.7,13.7,37,338,377,301,294,0
4215248,4215248,Collinsburg,pa,447,64,88.3,90.8,5.2,11.2,16.2,26.4,4.2,9.2,14.2,23.4,47,89,88,42,21,0
4215328,4215328,Colonial Park,pa,4271,69,119.3,122.1,2,5,7,11.7,2,4,6,10.7,18,324,337,310,310,4
4215368,4215368,Colony Park,pa,457,68,130.1,133.9,2,4,5.5,8.5,2,3,5,8,0,55,58,55,55,0
4215384,4215384,Columbia,pa,3947,69,123.9,126.9,2,3.9,5.9,9.8,2,3.9,5.8,8.8,60,915,936,855,246,0
4215400,4215400,Columbus,pa,400,66,77.7,80.6,9.6,21.3,30.9,52.1,8.6,18.4,26.1,45.4,7,27,27,20,6,0
4215416,4215416,Colver,pa,605,67.4,79.1,81.4,9,18,27.8,51.2,8,16,24.8,45.2,0,32,32,32,32,0
4215432,4215432,Colwyn,pa,917,73,118.5,123.3,4,7,10,16,3,6,8,13,72,140,140,69,0,1
4215464,4215464,Commodore,pa,260,67,84.3,86.8,7,14,21,38,6,12,18,34,7,130,130,123,123,0
4215479,4215479,Conashaugh Lakes,pa,910,68.9,121.4,126.1,2,4,6.2,12,2,3.2,5.2,10.8,0,40,40,40,40,0
4215584,4215584,Conestoga,pa,452,70,137,140.4,2,3,4,7,2,2,3,6,1,38,40,37,36,0
4215680,4215680,Confluence,pa,560,63,90,92.1,3,8,12,21.3,3,7,10.1,19.3,44,316,324,273,3,1
4215744,4215744,Conneaut Lake,pa,431,67,82.6,85.7,8,16,23,42,7,13,20,36,12,26,26,15,14,1
4215755,4215755,Conneaut Lakeshore,pa,3141,67,82.8,85.9,8,17,24.6,41.7,6.7,14.6,21,35.7,231,363,370,282,227,150
4215760,4215760,Conneautville,pa,514,67,82.8,85.9,8,17,25,42,7,14,21,36,45,136,139,93,75,2
4215776,4215776,Connellsville,pa,3467,64,85.9,88,5,10,16,28,4,9,14,25,226,553,554,328,194,1
4215808,4215808,Connoquenessing,pa,494,65,84.2,87.5,6,12.7,19.7,33.8,5,11,16.7,28.7,0,13,15,13,13,0
4215848,4215848,Conshohocken,pa,3344,73,116.1,120.7,5,8,11,18,4,7,10,15,101,355,361,255,155,1
4215860,4215860,Continental Courts,pa,433,65,98.1,100.8,3,7,11,19,3,7,10,17,1,2,2,1,1,0
4215872,4215872,Conway,pa,1132,65,83.9,87.1,6,13,19.3,34.2,5,11,16.2,29.2,6,41,45,35,13,0
4215888,4215888,Conyngham,pa,889,69.6,103.9,106.4,5,9.4,13,22.6,4,8.4,11.8,20.6,3,44,44,42,42,1
4216056,4216056,Coopersburg,pa,956,70,130.8,135.7,2,4,6,10,2,4,5,9,5,103,105,99,99,1
4216080,4216080,Cooperstown,pa,255,66,82.6,85.7,8,16,23,40,7,13,20,34,40,63,64,25,2,2
4216128,4216128,Coplay,pa,1381,70.3,114.9,119.1,4,7,9.3,16.3,3,6,8.3,14.3,2,30,32,28,27,0
4216136,4216136,Coral,pa,191,67,83.5,86,6.5,14,21,39.8,6,13,19,35,2,9,9,7,7,0
4216144,4216144,Coraopolis,pa,2765,65,87.8,91,5,11,16,28,4,9,14,24,1,930,935,929,68,0
4216256,4216256,Cornwall,pa,1936,69,118.1,120.8,3,6,8,12.7,3,5,7.7,11.7,6,154,159,149,149,1
4216272,4216272,Cornwells Heights,pa,504,77,122.4,127.5,4,8,11,18,3,6,9,15,0,25,26,25,25,0
4216296,4216296,Corry,pa,3138,66,82.6,85.7,8,16.4,23.8,40.2,6.9,14.3,20.5,35,60,288,302,250,246,22
4216304,4216304,Corsica,pa,197,66,79.4,82.3,9,18,26.5,47,7,15.5,23,41,0,21,21,21,21,0
4216432,4216432,Cotton Town,pa,9,67,77.1,79.5,8,19,30,55,7,16,26,48,1,1,1,0,0,0
4216448,4216448,Coudersport,pa,1257,61,83.3,86.4,4.4,10.2,15.5,27.6,4,8.6,12.8,23.6,120,839,844,721,157,2
4216568,4216568,Courtdale,pa,439,61.3,91.7,94.1,5,10,14,22.7,5,9,13,20.3,4,112,113,108,104,0
4216590,4216590,Cove Forge,pa,61,68,93.6,96.5,4,9,14.7,26.7,3.5,8,12.7,23.5,6,17,17,12,1,1
4216816,4216816,Crabtree,pa,144,65,92.8,95.2,4,9,13,23,4,8,11,20,9,61,61,52,26,0
4216848,4216848,Crafton,pa,2496,65,92.7,95.9,4,8,13,22,3,7,11,19,11,308,316,297,275,0
4216960,4216960,Cranesville,pa,264,66,79.4,82.4,8.5,19,27,47,7.5,16,23,40,8,21,21,14,8,1
4217024,4217024,Creekside,pa,206,66,88.3,90.9,6,11.7,17.7,30.4,5.3,10.7,15.7,27,78,93,93,24,10,9
4217040,4217040,Crenshaw,pa,278,64,81.4,84.2,7,14,21,36.5,6,12,18,32,17,83,85,66,7,0
4217136,4217136,Cresson,pa,772,69,73.8,76.1,12,27,42,76,11,23,37,67,0,44,48,44,44,0
4217152,4217152,Cressona,pa,762,69,128,131.1,2,4,6,9,2,4,5,9,66,233,232,168,67,1
4217320,4217320,Cross Creek,pa,81,66,83.3,86.5,6,14,21,37,5,12,18,31,0,4,4,4,4,0
4217368,4217368,Cross Keys,pa,243,66,79.5,82,8.1,16.2,24.3,46.5,7.1,14.2,21.3,40.5,113,121,124,27,24,19
4217416,4217416,Cross Roads,pa,211,72,134.1,137.3,2,3.5,4.8,7.8,2,3,4.5,7.5,0,26,26,26,26,0
4217440,4217440,Crown,pa,193,64.2,77.6,80.6,9.6,18.9,27.8,46.4,7.6,16.6,23.9,39.4,0,7,8,7,7,0
4217448,4217448,Croydon,pa,3596,77,125.4,130.7,3.5,7.4,9.9,16.4,3,6.4,8.5,13.9,513,1067,1129,570,236,16
4217528,4217528,Crucible,pa,688,63.8,87.5,89.8,4,10,15,25.8,4,9,13,22.8,10,51,51,41,13,0
4217624,4217624,Culp,pa,16,67,86.9,89.4,5,12,18,34,5,11,16,30,0,3,3,3,3,0
4217680,4217680,Cumbola,pa,216,71,123.6,126.6,3,6,8,12,3,5,7,11,17,74,74,57,15,0
4217784,4217784,Curryville,pa,72,67,86.1,88.9,5,12,19,35,4.5,10.5,17,31,0,1,2,1,1,0
4217832,4217832,Curtisville,pa,607,66,89.3,92.2,5,11,16.6,28.6,4,10,14,25,0,51,51,51,51,0
4217840,4217840,Curwensville,pa,1388,65,81.2,83.7,6.8,13.8,20.8,39.6,5.8,12,18.6,34.6,81,257,258,176,95,0
4217976,4217976,Daisytown,pa,188,70,86.8,89.4,6,14.2,22.4,40.4,5.2,12.2,19.4,35.7,0,4,4,4,4,0
4218000,4218000,Dale,pa,555,70,87.1,89.6,6,13.1,20.2,40,5,11.1,18.1,35,0,152,155,152,152,0
4218048,4218048,Dallas,pa,1520,60.1,98.3,100.9,4,7,10,15.4,3,6.2,9,14.1,37,221,224,190,190,6
4218072,4218072,Dallastown,pa,1344,71,126.2,129.3,2,4.5,6,10,2,3.5,5.5,9,0,38,38,38,38,0
4218080,4218080,Dalmatia,pa,239,65,117.1,119.8,2,4,6,9.5,2,3.5,5.3,8.5,13,89,89,76,10,0
4218088,4218088,Dalton,pa,699,58.1,102.1,105.2,3,5,7.1,12.1,2,5,6.1,11,35,68,67,41,27,8
4218136,4218136,Danville,pa,2087,60,105.7,108,3,5,7,11,3,4.2,6,10,302,870,893,580,15,12
4218152,4218152,Darby,pa,3773,73,118.5,123.2,4,7,10,16,3,6,8,13,153,672,710,535,455,16
4218192,4218192,Darlington,pa,140,65,96.4,100.3,3,7,10,18,2,6,9,15,5,13,13,9,9,1
4218256,4218256,Dauberville,pa,384,68,126.8,130.3,2,4,6,10,2,4,6,9,6,70,70,64,51,0
4218272,4218272,Dauphin,pa,404,69,117.5,120.3,2,5,7,12,2,5,7,11,13,188,193,175,0,0
4218312,4218312,Davidsville,pa,587,68.5,85,87.5,5.8,12.6,21.2,40.1,4.8,11.6,18.4,35.3,4,46,49,42,42,0
4218360,4218360,Dawson,pa,256,64,79.2,81.1,7,14.9,21.9,39.9,6,13,19.9,35.9,143,191,191,48,9,0
4218400,4218400,Dayton,pa,313,66,90,93,5,11,16,28,5,10,14,24,4,47,48,43,43,0
4218496,4218496,Deemston,pa,476,64,85.1,87.9,5,11,16.6,29.9,4.3,9.6,14.3,25.6,5,51,53,46,46,0
4218568,4218568,Deer Lake,pa,438,64,86.3,88.4,4,10,15,27,4,9,13,24,0,14,15,14,14,0
4218576,4218576,Deer Lake,pa,441,70,124.2,127.3,2.7,5,7,11.7,2,4.7,6.7,10.7,28,99,99,78,73,7
4218608,4218608,Defiance,pa,129,68,94.5,97.8,4,9.4,13.8,25.2,3.4,8.4,11.8,21.8,1,85,85,84,30,0
4218664,4218664,Delano,pa,212,72.7,131.5,134.7,2.2,4.8,6.8,10.7,2,4,6,10,0,42,45,42,42,0
4218736,4218736,Delaware Water Gap,pa,330,78,118.8,123.4,3.1,7.1,11.1,21.1,3,6,10,18.1,47,107,108,60,38,0
4218768,4218768,Delmont,pa,1176,65,91.4,93.8,4,8.8,13.8,23.6,3.8,7.8,11.8,21.6,0,169,169,169,169,0
4218800,4218800,Delta,pa,312,72,134.7,138.1,2,3,5,8,2,3,4,7,0,3,3,3,3,0
4218888,4218888,Denver,pa,1386,69,116.3,119.4,3.6,6.2,9.2,13.8,2.6,5.6,8.2,11.8,34,100,102,78,64,12
4218960,4218960,Derry,pa,1260,66,97.6,100.1,3,7,10,19,3,6,9,17,155,408,422,261,261,8
4218998,4218998,DeSales University,pa,8,70,132.7,137.7,2,4,6,9,2,4,5,8,0,2,2,2,2,0
4219040,4219040,Devon,pa,593,72,130.4,135.5,3,5,7,11,2,4,6,9,0,29,29,29,29,0
4219048,4219048,Dewart,pa,631,58.3,103.6,106.4,3,5,6.3,10.3,2,4,6,9.3,78,95,97,45,12,28
4219160,4219160,Dickson City,pa,2845,59.3,107.2,110.4,2,4.4,6.4,10.5,2,4,6,9.5,527,1097,1112,576,493,6
4219208,4219208,Dillsburg,pa,915,72,127.4,131,2,4,6,10.3,2,3,5,9,6,57,60,55,55,4
4219232,4219232,Dilworthtown,pa,497,73,125.4,129.9,3.2,6.2,8.2,12.5,3,5.2,7.2,10.5,1,27,27,26,26,0
4219344,4219344,Dixonville,pa,333,67,84.4,86.8,7,14,20,38,6,12,18,34,66,206,206,140,140,0
4219432,4219432,Donaldson,pa,241,66,124,126.8,2,4,5.9,8.9,2,3,5,8,6,147,148,141,141,0
4219472,4219472,Donegal,pa,90,67,83.8,85.9,6,14,21,39,6,13,19,35,0,0,0,0,0,0
4219536,4219536,Donora,pa,3462,64,93.5,96.1,3.3,7.3,11.3,19.7,3,6.3,9.7,17.7,1,554,562,553,264,0
4219576,4219576,Dormont,pa,3264,65,91.5,94.6,4,9,13,24,4,8,12,20,0,284,306,284,284,0
4219584,4219584,Dorneyville,pa,1975,70,110.3,114,5,9,12,19,4,8,10,17,2,161,174,159,159,0
4219680,4219680,Douglassville,pa,133,69,126.4,130.8,2.8,4.8,6.8,10.5,2,4.8,5.8,8.8,22,31,31,9,3,0
4219696,4219696,Dover,pa,665,70,115.1,118,3,6,8,14,2,5,8,13,4,48,48,44,44,0
4219752,4219752,Downingtown,pa,2763,71.4,138.4,143.3,2,4,5,8,2,3,4.4,7,169,717,747,556,400,8
4219784,4219784,Doylestown,pa,3176,72,115.8,120.5,4.4,8,11,17.4,4,7,9.4,14.4,33,162,168,132,132,3
4219856,4219856,Dravosburg,pa,898,65,93.8,96.6,4,8,12,21,3,7,11,19,0,99,104,99,25,0
4219920,4219920,Drexel Hill,pa,9388,73,117.7,122.4,4,8,10.8,16.8,4,7,9,14,25,950,988,926,902,1
4219976,4219976,Driftwood,pa,168,61,82.8,85.5,5,11.9,17,28.9,4.9,10,15,24.9,64,86,86,22,14,0
4220080,4220080,Dry Tavern,pa,903,64,86.9,89.4,4.6,10.2,15.2,27.4,4,8.6,13.2,24,1,71,71,70,70,0
4220096,4220096,Dryville,pa,164,69,114.8,118.4,4,7,10,15,3,6,9,13,0,22,22,22,22,0
4220104,4220104,Dublin,pa,595,72,112.4,117,5,9,12,19,4,8,11,17,0,29,29,29,29,0
4220136,4220136,DuBois,pa,3766,64,78.7,81.4,8,16,24,42,7,14,21,36.9,404,749,761,365,211,20
4220144,4220144,Duboistown,pa,562,59,104.8,108,3,5,7,10,2,4,6,9,78,139,141,61,4,0
4220152,4220152,Dudley,pa,142,69.5,95.8,99.2,4,9.5,14.5,26,3,8,12.5,22.5,7,39,41,32,32,0
4220214,4220214,Dumb Hundred,pa,41,66,77.5,80,8,18,27,51,7,16,24,45,1,3,4,2,2,0
4220216,4220216,Dunbar,pa,591,64,86.1,88.2,5,10,15,28,4,9,14,25,47,130,130,86,86,3
4220240,4220240,Duncannon,pa,574,69,117.2,120.2,2,5,7,12,2,4,6,11,110,370,385,260,1,0
4220248,4220248,Duncansville,pa,617,66,77.6,80.1,8,18,27,51,7,16,24,45,291,355,367,160,10,96
4220328,4220328,Dunlevy,pa,229,64,85.9,88.3,5.2,10.5,16.3,28.9,4.2,9.5,14.6,25.7,35,114,116,79,7,0
4220336,4220336,Dunlo,pa,273,70,75.2,77.5,11,24,38,74,10,21,34,65,0,69,69,69,69,0
4220352,4220352,Dunmore,pa,5482,61.5,113.6,117,2,4,5.7,10,2,3.4,5.3,8.9,31,535,556,504,494,0
4220416,4220416,Dunnstown,pa,805,57,98.2,101.4,2.5,5.5,7,11.5,2.5,4.5,6.5,10,30,108,110,78,73,0
4220424,4220424,Dupont,pa,1448,58,92.4,95,3.8,7.3,10.7,17.7,3.3,6.7,9.7,16.3,79,331,335,256,256,4
4220432,4220432,Duquesne,pa,3514,64.9,93.8,96.6,4,8,12,20.9,3,7,11,18.9,0,322,324,322,249,0
4220512,4220512,Duryea,pa,2446,57,91.5,93.9,4,7.3,9.9,16.9,3,6.3,8.9,15.8,33,660,690,631,139,4
4220528,4220528,Dushore,pa,345,53.2,99.1,101.5,2.2,4.2,5.8,8.4,2,4.2,5.2,7.4,44,116,117,72,63,0
4220600,4220600,Eagle,pa,86,71,127.3,131.8,3,5,7,11,2,4,6,9,0,7,7,7,7,0
4220604,4220604,Eagle Creek,pa,149,65,98.1,100.8,3,7,11,19,3,7,10,17,4,126,127,122,3,0
4220634,4220634,Eagle Lake,pa,3142,71,114.8,118.5,3,6,9.3,16.7,2.3,5.3,8.3,14.9,0,61,64,61,60,0
4220648,4220648,Eagles Mere,pa,505,55,98.2,100.7,3,5.2,7,9.8,3,5,6.2,9,0,25,25,25,25,0
4220662,4220662,Eagleview,pa,589,71,130.7,135.3,3,5,6,10,2,4,6,9,1,21,21,20,20,0
4220664,4220664,Eagleville,pa,214,61.3,102.7,106,3,5,8,13,2,5,7,11.3,4,39,39,36,34,1
4220672,4220672,Eagleville,pa,1590,71,117.5,122.1,4,7.1,10.1,15.1,3.1,6.1,9,13.1,0,146,150,146,146,0
4220704,4220704,Earlston,pa,592,67,91.8,95,4,10,14,27,4,8,12,23,19,90,100,73,65,2
4220752,4220752,East Altoona,pa,231,67,80.7,83,6.9,16.8,24.7,46.2,6.9,14.8,21.7,40.3,0,20,21,20,17,0
4220776,4220776,East Bangor,pa,458,77,118.1,122.7,4,8,12,21,3,6,10,18,2,13,13,11,11,0
